log,ErrorCode
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_MetroCarousel has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/metrocarousel/vc-extensions-metrocarousel.php on line 4,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_Draggabletimeline has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/draggabletimeline/vc-extensions-draggabletimeline.php on line 4,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_CQThumbnailCaption has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/thumbnailcaption/vc-extensions-thumbnailcaption.php on line 4,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_FullscreenIntro has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/fullscreenintro/vc-extensions-fullscreenintro.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_PageTransition has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/pagetransition/vc-extensions-pagetransition.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_Separator has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/separator/vc-extensions-separator.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_MaterialCard has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/materialcard/vc-extensions-materialcard.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_CubeBox has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/cubebox/vc-extensions-cubebox.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_SideBySide has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/sidebyside/vc-extensions-sidebyside.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_TypeWriter has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/typewriter/vc-extensions-typewriter.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_Sticker has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/sticker/vc-extensions-sticker.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_ImageOverlay has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/imageoverlay/vc-extensions-imageoverlay.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_FlipBox has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/flipbox/vc-extensions-flipbox.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_BannerBlock has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/bannerblock/vc-extensions-bannerblock.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_BeforeAfter has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/beforeafter/vc-extensions-beforeafter.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_CompareSlider has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/compareslider/vc-extensions-compareslider.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_ImageOverlay2 has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/imageoverlay2/vc-extensions-imageoverlay2.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_ImageAccordion has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/imageaccordion/vc-extensions-imageaccordion.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_ProfilePanel has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/profilepanel/vc-extensions-profilepanel.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_VideoCover has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/videocover/vc-extensions-videocover.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_StackBlock has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/stackblock/vc-extensions-stackblock.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_GradientBox has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/gradientbox/vc-extensions-gradientbox.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_VectorCard has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/vectorcard/vc-extensions-vectorcard.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_AvatarWithPopup has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/avatarwithpopup/vc-extensions-avatarwithpopup.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_CoverSlider has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/coverslider/vc-extensions-coverslider.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_ColorBlock has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/colorblock/vc-extensions-colorblock.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_TestimonialList has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/testimoniallist/vc-extensions-testimoniallist.php on line 3,1
[22-Oct-2019 10:21:09 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_HomeSlider has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/homeslider/vc-extensions-homeslider.php on line 3,1
[22-Oct-2019 10:21:10 UTC] PHP Notice:  The called constructor method for WP_Widget in LayerSlider_Widget is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:21:10 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Cart is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:21:10 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Products is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:21:10 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Layered_Nav is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:21:10 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Layered_Nav_Filters is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:21:10 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Price_Filter is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:21:10 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Product_Categories is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:21:10 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Product_Search is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:21:10 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Product_Tag_Cloud is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:21:10 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Recent_Reviews is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:21:10 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Recently_Viewed is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:21:10 UTC] PHP Notice:  The called constructor method for WP_Widget in WC_Widget_Top_Rated_Products is <strong>deprecated</strong> since version 4.3.0! Use <pre>__construct()</pre> instead. in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-includes/functions.php on line 4508,1
[22-Oct-2019 10:21:10 UTC] PHP Warning:  Cannot modify header information - headers already sent in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/google-apps-login/core/core_google_apps_login.php on line 453,1
[22-Oct-2019 10:21:10 UTC] PHP Warning:  session_start(): Cannot start session when headers already sent in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/easy-login-woocommerce/includes/class-xoo-el-core.php on line 103,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; LayerSlider_Widget has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/LayerSlider/wp/widgets.php on line 6,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Function create_function() is deprecated in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/LayerSlider/wp/widgets.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Function create_function() is deprecated in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/revslider/includes/framework/functions-wordpress.class.php on line 258,1
[22-Oct-2019 10:22:23 UTC] PHP Notice:  Undefined variable: pluginLocation in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/sysgerrorgen/sysgerrorgen.php on line 13,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_CQBundle has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/vc-extensions-cqbundle.php on line 63,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_FAanimation has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/faanimation/vc-extensions-faanimation.php on line 5,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_DAGallery has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/dagallery/vc-extensions-dagallery.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_AppMockup has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/appmockup/vc-extensions-appmockup.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_DepthModal has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/depthmodal/vc-extensions-depthmodal.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_iHover has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/ihover/vc-extensions-ihover.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_ProfileCard has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/profilecard/vc-extensions-profilecard.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_TestimonialCarousel has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/testimonialcarousel/vc-extensions-testimonialcarousel.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_StackGallery has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/stackgallery/vc-extensions-stackgallery.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_FigureNav has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/figurenav/vc-extensions-figurenav.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_Ribbon has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/ribbon/vc-extensions-ribbon.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_MediumGallery has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/mediumgallery/vc-extensions-mediumgallery.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_ProductCover has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/productcover/vc-extensions-productcover.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_ImageWithArrow has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/imagewitharrow/vc-extensions-imagewitharrow.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_Parallax has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/parallax/vc-extensions-parallax.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_CQButton has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/buttons/vc-extensions-cqbutton.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_HotSpot has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/hotspot/vc-extensions-hotspot.php on line 5,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_ToDoList has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/todolist/vc-extensions-todolist.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_Accordion has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/accordion/vc-extensions-accordion.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_Tabs has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/tabs/vc-extensions-tabs.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_CQCarousel has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/carousel/vc-extensions-carousel.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_ZoomImage has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/zoomimage/vc-extensions-zoomimage.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_MetroCarousel has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/metrocarousel/vc-extensions-metrocarousel.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_Draggabletimeline has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/draggabletimeline/vc-extensions-draggabletimeline.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_CQThumbnailCaption has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/thumbnailcaption/vc-extensions-thumbnailcaption.php on line 4,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_FullscreenIntro has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/fullscreenintro/vc-extensions-fullscreenintro.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_PageTransition has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/pagetransition/vc-extensions-pagetransition.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_Separator has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/separator/vc-extensions-separator.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_MaterialCard has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/materialcard/vc-extensions-materialcard.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_CubeBox has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/cubebox/vc-extensions-cubebox.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_SideBySide has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/sidebyside/vc-extensions-sidebyside.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_TypeWriter has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/typewriter/vc-extensions-typewriter.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_Sticker has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/sticker/vc-extensions-sticker.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_ImageOverlay has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/imageoverlay/vc-extensions-imageoverlay.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_FlipBox has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/flipbox/vc-extensions-flipbox.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_BannerBlock has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/bannerblock/vc-extensions-bannerblock.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_BeforeAfter has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/beforeafter/vc-extensions-beforeafter.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_CompareSlider has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/compareslider/vc-extensions-compareslider.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_ImageOverlay2 has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/imageoverlay2/vc-extensions-imageoverlay2.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_ImageAccordion has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/imageaccordion/vc-extensions-imageaccordion.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_ProfilePanel has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/profilepanel/vc-extensions-profilepanel.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_VideoCover has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/videocover/vc-extensions-videocover.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_StackBlock has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/stackblock/vc-extensions-stackblock.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_GradientBox has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/gradientbox/vc-extensions-gradientbox.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_VectorCard has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/vectorcard/vc-extensions-vectorcard.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_AvatarWithPopup has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/avatarwithpopup/vc-extensions-avatarwithpopup.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_CoverSlider has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/coverslider/vc-extensions-coverslider.php on line 3,1
[22-Oct-2019 10:22:23 UTC] PHP Deprecated:  Methods with the same name as their class will not be constructors in a future version of PHP; VC_Extensions_ColorBlock has a deprecated constructor in /var/www/vhosts/aip-test.com/website1.aip-test.com/wp-content/plugins/vc-extensions-bundle/colorblock/vc-extensions-colorblock.php on line 3,1
